ID;Straßenname;Schlüssel;Stadtteil;Suchgitter;Beginn_der_Straße;Ende_der_Straße;Umbenannt_in;Erloschen_am;Historisches;Bemerkungen;Beschlussdatum;Gremium;Quelle;Vormals;Erloschen;Beschlussdatum_bis
1919;Alte Fähre;;Neckarstadt;;;;;;Durch Änderung der Planlegung war Neubennenung erforderlich.;Nach der hier befindlichen Neckarfähre.;;;Straßennamenkartei FB 62/Straßennamenkartei des Stadtarchives;;Ja;
929;Lenaustraße;895;Neckarstadt;M,62;Grillparzerstraße;Friedrich Ebert Straße;;;Nikolaus Lenau, eigentlich N. Franz Niembsch (1802-1850), österreichischer Schriftsteller und Lyriker. Lenau ist einer der großen Lyriker der Melancholie, dem die Natur zum beseelten Träger seiner Stimmungen und Erlebnisse wird.;Ausbau der Lenaustraße wurde am 12.07.1904 durch den Bürgerausschuss beschlossen.;01-01-12;Bürgerausschuss;Mayher/Straßennamen des FB 62/ Straßennamenkartei des Stadtarchives (erstellt 1927 aus 1921)/.;;Nein;01-01-12
1928;Am weissen Sand;;Neckarstadt;;Röntgenstraße;Wendeplatte;"Adolf-Hitler-Ufer;
Am weissen Sand 
Theodor-Kutzer-Ufer";01-01-18;"Führt zu der ehemaligen Neckarinsel ""Weisser Sand""";Fertigstellung der Straße 1919. Am 18.04.1933 durch Stadtratsbeschluß in Adolf-Hitler-Ufer umbenannt. Unmittelbar nach dem Krieg wieder Am weissen Sand. Schließlich  am 11.03.1948 durch  Gemeinderatsbeschluss  in Theodor Kutzer Ufer umbenannt.;;;Straßennamenkartei FB 62/Straßennamenkartei des Stadtarchives;;Ja;
932;Lettestraße;6831;Neckarau;P,62;Mönchwörthstraße;Neckarauer Straße;;;"Wilhelm Adolf Lette (1799-1868), Politiker und Jurist. 
W.A. Lette gründete 1866 in Berlin den ""Verein zur Förderung der Gewerbsfähigkeit des weiblichen Geschlechts"" (seit 1872 Lette-Verein). Der Verein ist Träger von Berufsfachschulen.";;01-01-27;Stadtrat;Straßennamenkartei des FB 62/ Straßennamenkartei des Stadtarchives (erstellt 1927 aus 1921)/;Pfaffenheckstraße;Nein;01-01-27
1958;Berblinger Weg;;Schönau;F 62;Heinkelring;Junkerstraße;Hans-Heck-Weg;01-01-20;"Albrecht Ludwig Berblinger 1770-1829 auch als ""Schneider von Ulm"" bekannt.
Durch Gemeinderatsbeschluß (Vorlage Nr.630/84) umbenannt
Taufbezirk mit Widerstandkämpfern
Hans Heck (1906 - 1942), Widerstandskämpfer. Der Arbeiter Heck war Mitglied der KPD und gehörte der Widerstandsgruppe um Georg Lechleiter an. Er wurde 1942 verhaftet und bei Verhören durch die GESTAPO am 14.07.1942 ermordet.
Siehe Georg-Lechleiter-Platz";Neubenennung;01-01-19;Gemeinderat;Straßennamenkartei FB 62/Straßennamenkartei des Stadtarchives;;Ja;01-01-19
935;Lichtenauer Straße;4465;Seckenheim;P,68;Rheinfelder Straße;Plittersdorfer Straße;;;"Lichtenau, Stadt im Kreis Rastatt, Baden-Würtemberg.
1293-1296 gegründet, bekam 1300 das Stadtrecht.";Im Zuge der Eingemeindung Seckenheims am 01.01.1930 in Lichtenauer Straße umbenannt.;;;Straßennamenkartei des FB 62/ Straßennamenkartei des Stadtarchives (erstellt 1927 aus 1921)/ Atlanten 1-18, FB 62.;Ziegelstraße;Nein;
1990;Dammstraße;;Scharhof;E, 60;Scharhofer-Straße*;Zackergärten*;Großgehrenstraße;;;Im Zuge der Eingemeindung durch Stadtratsbeschluss in Großgehrenstraße umbenannt. *Verlauf der Großgehren-Straße laut Mannheimer Adressbuch 1920.;;;Straßennamenkartei FB 62 / Straßennamenkartei des Stadtarchives;;Ja;
942;Limbacher Straße;6065;Wallstadt;M,67;Buchener Straße;Seckacher Straße;;;Limbach, Gemeinde im Neckar-Odenwaldkreis, Baden-Württemberg, im Odenwald bei Mosbach. Der Ort wurde 1184 erstmals urkundlich erwähnt und besaß eine Burg, die vermutlich zum staufischen Reichsland um Bad Wimpfen gehörte.;Nicht auf dem Stadtplan von 1955 nachweisbar.;;;Straßennamenkartei des FB 62/ Stadtplan 1955, Stadtarchiv.;;Nein;
1991;Dammstraße;;Seckenheim;P, 68;Seckenheimer Hauptstraße;Breisacher-Straße;Waldshuter-Straße;;;Im Zuge der Eingemeindung in Waldshuter-Straße umbenannt.;;;Straßennamenkartei FB 62 / Straßennamenkartei des Stadtarchives;;Ja;
999;Marie-Bernays-Platz;8317;Käfertal;L,65;Ida Demel Ring;Ida Demel Ring;;;"Dr. Marie Bernays (1883-1939), Sozialpädagogin und Politikerin. 
1916 gründete sie die soziale Frauenschule in Mannheim. Als eine der ersten Frauen studierte sie in Heidelberg Philosophie, Theologie und Nationalökonomie. Von 1921-1925 war sie Landesabgeordnete für die DVP im badischen Landtag. Sie trat für soziale Angelegenheiten und Frauenbildung ein. Wegen ihrer jüdischen Herkunft wurde sie 1933 als Leiterin der Frauenschule suspendiert und aus Mannheim vertrieben. Sie starb 1939 im Kloster Beuron.";Gemeinderatsbeschluss 09.05.1994;01-01-26;Gemeinderat;Straßennamenkartei FB 62;;Nein;01-01-26
2011;Eckenerstraße;;Schönau;;Heinkelring;Junkerstraße;Rudolf-Maus-Straße;;Hugo Eckener (1886-1954), deutscher Luftfahrtpionier.;;01-01-19;Gemeinderat;Straßennamenkartei FB 62 / Straßennamenkartei des Stadtarchives;;Nein;01-01-19
1028;Medicusstraße;1382;Oststadt;N,62/63;Bassermannstraße;Josef Braun Ufer;;;"Friedrich Casimir Medicus (1736-1808), Botaniker und Volkswirtschaftler.
 Medicus war Mitglied der Mannheimer Akademie der Wissenschaft unter Kurfürst Carl Theodor. 1765 legte der Naturforscher auf dem heutigen Augarten einen botanischen Garten mit Gewächshaus an, wo er exotische Pflanzen zog.";Nicht auf dem Stadtplan von 1919 nachweisbar. Im Adressbuch von 1929 nachweisbar.;;;Straßennamenkartei FB 62 / Straßenmamenkartei des Stadtarchives (erstellt 1927 aus 1921)/ Adressbuch 1929, Stadtarchiv/ Stadtplan 1919, Stadtarchiv.;;Nein;
2018;Elsternplatz;;Sandhofen;;(An der) Häherstraße;;;;Taufbezirk mit Vogelname.;;;;Straßennamenkartei FB 62 / Straßennamenkartei des Stadtarchives;;Ja;
1029;Meeräckerplatz;2011;Lindenhof;P,61;Meeräckerstraße;Meerwiesenstraße;;;Gewann;;01-01-31;Gemeinderat;Straßennamenkartei FB 62 / Straßenmamenkartei des Stadtarchives (erstellt 1927 aus 1921);;Nein;01-01-31
2021;Erbprinzenstraße;;Innenstadt;;P1/P2;U1/U2;;;Nach dem am 29.09.1812 geborenen Sohn der Großherzogin Stephanie, dem Erbprinzen, der jedoch unerwartet rasch, am 16.10.1812 starb.;;;;Straßennamenkartei FB 62 / Straßennamenkartei des Stadtarchives;;Ja;
1043;Merziger Straße;5425;Käfertal;L,64;Weinheimer Straße;Dürkheimer Straße;;;Merzig, Kreisstadt und Landkreis im Regierungsbezirk Merzig-Wadern, Saarland, an der Saar. Seit 1825 Stadtrecht.;Aus Anlaß der Saar- Rückgliederung 1935 benannt.;01-01-28;Stadtrat;Straßennamenkartei FB 62 / Straßenmamenkartei des Stadtarchives (erstellt 1927 aus 1921);;Nein;01-01-28
2025;Fabrikstraße;;Innenstadt;;I1/K1;I7/K7;;;"In dieser Stadtgegend befanden sich 1850/1860 die ersten größeren industriellen Etablissements (bzw. Industrieunternehmen) in Mannheim.
Eröffnet 1872.";;;;Straßennamenkartei FB 62 / Straßennamenkartei des Stadtarchives;;Ja;
1049;Michelstadter Straße;4011;Waldhof;J,63;Marburger Straße;[Sackgasse];;;Michelstadt, Stadt im Odenwaldkreis, Hessen, im östlichen Odenwald.  741 wurde Michelstadt erstmals erwähnt. Bekannt für seine Elfenbeinschnitzerei.;Im Adressbuch von 1929 nachweisbar.;;;Straßennamenkartei FB 62 / Straßenmamenkartei des Stadtarchives (erstellt 1927 aus 1921)/ Adressbuch 1929, Stadtarchiv.;;Nein;
2038;Floßmarktstraße;;Industriehafen;L, 60;Lagerstraße;Hafen 4 (Industriehafen);Lagerstraße;01-01-22;Am Liegeplatz der großen Flöße.;;;;Straßennamenkartei FB 62 / Straßennamenkartei des Stadtarchives;;Ja;
1085;Musketenweg;4282;Neuhermsheim;P,64;Reiterweg;Hermsheimer Straße;;;Taufbezirk mit Begriffen aus dem Kriegswesen.;Im Adressbuch von 1941/42 nachweisbar, nicht im Adressbuch von 1929.;;;Straßennamenkartei FB 62/ Adressbuch 1929 und 1941/42, Stadtarchiv.;;Nein;
2043;Franzosenkai;;Industriehafen;;Linkes Ufer;Diffenébrücke;;;Am 1. Januar 1814 überschritten die Russen unter General von Sacken im Gebiet des heutigen Industriehafens den Rhein und vertrieben die Franzosen aus einer auf dem linken Rheinufer errichteten Schanze.;;;;Straßennamenkartei FB 62 / Straßennamenkartei des Stadtarchives;;Nein;
1094;Naumannstraße;7045;Neckarau;Q,62;Dreesbachstraße;Rottfeldstraße;;;"Friedrich Naumann (1860-1919), Politiker und Pfarrer. 
Gründete 1896 den ""Nationalsozialen Verein"" im Rahmen eines ""sozialen Kaisertums"", der nach der Verbindung des nationalen und sozialen Gedankens sowie der Gewinnung der Arbeiterschaft für Staat und Nation strebte. 1907-1912 und 1913-1918 MdR (bis 1910 für die Freisinnige Vereinigung, danach für die Fortschrittliche Volkspartei), 1918 Mitbegründer und 1919 Vorsitzender der Deutschen Demokratischen Partei. 1919 wurde er in die Weimarer Nationalversammlung gewählt.";;01-01-19;Gemeinderat;Straßennamenkartei FB 62 / Straßenmamenkartei des Stadtarchives (erstellt 1927 aus 1921) / Straßenbenennung Bd. 1, FB 62;Hipperstraße;Nein;01-01-19
2060;Grabenstraße;;Scharhof;E, 59/60;Kirschgartshäuser-Straße;;Kleingehrenstraße;;;Im Zuge der Eingemeindung durch Stadtratsbeschluss in Kleingehrenstraße umbenannt.;;;Straßennamenkartei FB 62 / Straßennamenkartei des Stadtarchives;;Ja;
1135;Oberer Bruchrand;2815;Blumenau;D,62;Schienenweg;Auf der Blumenau;;;Gewann;Im Adressbuch von 1957 nachweisbar. Nicht im Adressbuch von 1941/42 nachweisbar.;;;Straßennamenkartei FB 62/ Adressbuch 1957, Stadtarchiv.;;Nein;
2066;Große Merzelstraße;;Schwetzingervorstadt;O, 61/62;Tattersallstraße;Wallstadtstraße;Reichskanzler-Müller-Straße;01-01-25;Merzel, eigentlich Merzler, alter Gewann-Name, der schon 1387 nachweisbar ist, infolge der Bebauung im 19. Jahrhundert aber ganz verschwand.;Vorlage für Umbenennung: Nr. 654779;;;Straßennamenkartei FB 62 / Straßennamenkartei des Stadtarchives;;Ja;
1169;Otto-Siffling-Straße;3205;Waldhof;H/J,62;Schienenstraße;Altrheinstraße;;;"Otto Siffling (3.8.1912-20.10.1939) war ein Fußballspieler des SV Waldhof Mannheim und von 1934-1938 Nationalspieler. Er belegte mit der Nationalmannschaft bei der WM 1934 in Italien den 3. Platz. Er war Mitspieler der ""Breslauer Elf"" im legendären Spiel gegen Dänemark, das die Deutschen mit 8:0 gewannen. Er starb im Alter von 27 Jahren an einer Rippenfellentzündung.
Siffling, der in der elterlichen Wohnung in der Hubenstraße 18 geboren wurde,  wuchs nach dem Umzug der Familie Ende 1912 in der Kornstraße auf und lernte hier als Straßenfussballer das Spiel.";;01-01-14;Gemeinderat;Straßennamenkartei FB 62 / Straßenmamenkartei des Stadtarchives (erstellt 1927 aus 1921);Kornstraße;Nein;01-01-14
2087;Heckweg;;Seckenheim;Q, 68;;;Hildastraße;;;Der westliche Teil des Heckweg wurde in Hildastraße, später in Zähringer-Straße umbenannt.;;;Straßennamenkartei FB 62 / Straßennamenkartei des Stadtarchives;;Nein;
1172;Paradeplatz, O1;118;Innenstadt;N,61;O 1;O 1;;;Im 18. Jahrhundert Alarmplatz genannt.Truppensammelplatz, vor der Bepflanzung noch bis in die 1880er Jahre zu militärischen Paraden genutzt. Namensgebung Paradeplatz zwischen 1735-1758.;;;;Straßennamenkartei FB 62 / Straßennamenkartei des Stadtarchives (erstellt 1927 aus 1921) / Schreiben an das VA vom 2. März 1994;;Nein;
2091;Heggewannstraße;;Feudenheim;N, 66;Hauptstraße;Feldstraße;Brunnenstraße;;;Im Zuge der Eingemeindung am 01.01.1910, in Brunnenstraße (Teil) umbenannt.;;;Straßennamenkartei FB 62 / Straßennamenkartei des Stadtarchives;;Ja;
1177;Paul-Martin-Ufer;1625;Oststadt;N/O,63-65;Otto Beck Straße;Seckenheimer Landstraße;;;"Paul Martin (1859-1913), Oberbürgermeister der Stadt Mannheim. 
Nachdem Martin bereits das Amt des  2. Bürgermeisters (ab 1894) und 1. Bürgermeisters (ab 1898) inne hatte, wurde er 1908 als Nachfolger von Beck zum Oberbürgermeister gewählt. Als Förderer der Kunst unterstützte er das Nationaltheater und die Kunsthalle. Er betreute den Bau des Städtischen Krankenhauses und des Herschelbads. Er gründete die Nahverkehrsgesellschaft OEG und schloss die Eingemeindung von Feudenheim, Sandhofen und Rheinau ab.";Teil von Paul-Martin-Ufer laut Gemeinderatsbeschluss vom 26.11.1996 in Hans-Reschke-Ufer umbenannt.;;;Straßennamenkartei FB 62 / Straßennamenkartei des Stadtarchives (erstellt 1927 aus 1921);;Nein;
2123;Ikarusweg;;Schönau;F, 62;Heinkelring;Junkersstraße;Daniel-Seizinger-Weg;01-01-20;Gestalt aus der griechischen Sagenwelt.;"Planstraße; Neubenennung";01-01-19;Gemeinderat;Straßennamenkartei FB 62 / Straßennamenkartei des Stadtarchives;;Ja;01-01-19
1191;Pfeilstraße;5275;Käfertal;L,64;Äußere Bogenstraße;Kallstadter Straße;;;;Nach der Bogenstraße benannt. Auf dem Stadtplan von 1919 nachweisbar.;;;Straßennamenkartei FB 62 / Straßennamenkartei des Stadtarchives (erstellt 1927 aus 1921);;Nein;
2124;Im Herrensand;;Rheinau;S, 65/66;Karlsplatz;Seckenheimheim (Station);Wachenburgstraße;01-01-12;Gewannname, heutige Wachenburgstraße geht vom Karlsplatz bis zur  Kloppenheimer Brücke, danach Kloppenheimer Straße (ehemaliger Wasenweg) bis Seckenheim.;Durch Stadtratsbeschluss umbenannt.;;;Straßennamenkartei FB 62 / Straßennamenkartei des Stadtarchives;;Ja;
1194;Pfingstweidstraße;7215;Neckarau;Q,63;Eisenbahnstraße;Floßworthstraße;;;Gewannname, der eine Weide bezeichnet, die von Pfingsten an über den Sommer genutzt wird.;;01-01-04;Gemeinderat;Straßennamenkartei FB 62 / Straßennamenkartei des Stadtarchives (erstellt 1927 aus 1921);;Nein;01-01-04
2133;Jagellostraße;;Sandhofen;;;;;;;Im Zuge der Eingemeindung in Jagellostraße.;;Staatsratsbeschluß;Straßennamenkartei FB 62 / Straßennamenkartei des Stadtarchives;Nördliche Kolonienstraße;Ja;
1227;Querstraße;6441;Feudenheim;N,66;Schweizerstraße;Kastanienstraße;;;;Im Zuge der Eingemeindung am 1.1.1910 in Querstraße umbenannt.;;;Straßennamenkartei FB 62 / Straßennamenkartei des Stadtarchives (erstellt 1927 aus 1921) / Atlanten 1 - 18, FB 62;kleine Kirchbergstraße;Nein;
2136;Jakob-Degen-Weg;;Schönau;F, 62;Heinkelring;Heinkelring;Anton-Kurz-Weg;01-01-20;Jakob Degen (1760-1848), Schweizer Flugpionier.;Beschlossen aufgrund Vorlage Nr. 683/82 und durch Gemeinderatsbeschluss umbenannt.;01-01-19;Gemeinderat;Straßennamenkartei FB 62 / Straßennamenkartei des Stadtarchives;;Ja;01-01-19
1236;Rappoltsweilerwinkel;4858;Friedrichsfeld;S,69;Rappoltsweilerstraße;Staßburger Ring;;;Rappoltsweiler (frz. Ribeauville), Stadt und Sitz des  Arrondissement, im Departement Haut-Rhin, Region Elsass, Frankreich, am Fuße der Vogesen bei Colmar. Erhielt 1290 das Stadtrecht.;;01-01-31;Gemeinderat;Straßennamenkartei FB 62;;Nein;01-01-31
2150;Karl-Marx-Straße;;Neckarau;;Freiheitsplatz;Bebelstraße;Schlageterstraße;01-01-31;"Taufbezirk nach Personen der Revolution von 1848/49.
Karl Marx (1818-1883), Philosoph, Nationalökonom und Journalist.  Marx gilt als Begründer des wissenschaftlichen Sozialismus und des Marxismus. Als Vordenker der frühen Arbeiterbewegung bestimmte er maßgeblich die ""Erste Internationale"". Seine wichtigsten Werke sind u.a. ""Das kommunistische Manifest"" (mit Engels), ""Das Kapital"" und die "" Kritik des Gothaer Programms"".";"Im Zuge der nationalsozialitischen ""Beseitigung marxistischer Bezeichnungen"" durch Stadtratsbeschluss umbenannt.
Eintrag Adressbuch 1929: Südliche Stadterweiterung von Freiheitsplatz bis Bebelstraße.";;;Straßennamenkartei FB 62 / Straßennamenkartei des Stadtarchives;;Ja;
1238;Rastenburger Straße;3131;Schönau;F,61;Königsberger Allee;Lötzener Weg;;;Rastenburg (polnisch Ketrzyn), Stadt in der Woiwodschaft Olsztyn (Allenstein), Polen, am Guber im ehemaligen Ostpreußen. 1329 als Festung des Deutschen Ordens gegründet, erhielt 1357 das Stadtrecht. Bei Ketrzyn befand sich Hitlers Hauptquartier Wolfsschanze (dort ereignete sich am 20.7.1944 das missglückte Attentat auf Hitler durch von Stauffenberg).;;01-01-24;Gemeinderat;Straßennamenkartei FB 62;;Nein;01-01-24
2156;Kasernenstraße;;Innenstadt;;C6;C7;;;Nach der 1903 niedergelegten Rheintorkaserne, an deren Stelle jetzt die Kurfürst Friedrich-Schule steht.;;;;Straßennamenkartei FB 62 / Straßennamenkartei des Stadtarchives;;Ja;
1259;Rethelstraße;4151;Neuostheim;O,64;Böcklinstraße;Paul Martin Ufer;;;"Alfred Rethel (1816-1859), Maler und Zeichner. 
Schüler von W. von Schadow in Düsseldorf. Er erhielt 1840 den Auftrag für sein Hauptwerk, die Wandbilder aus der Geschichte Karls des Großen im Rathaussaal in Aachen. Sein künstlerischer Weg führte vom Nazarenertum zu einem stark von der Zeichnung geprägten Monumentalstil, der historische Ereignisse mythisch darstellte: u.a. Holzschnittfolge ""Auch ein Totentanz"", angeregt durch die Revolution 1848.";;;;Straßennamenkartei FB 62 / Straßennamenkartei des Stadtarchives (erstellt 1927 aus 1921);;Nein;
20;Albert-Fritz-Weg;3063;Schönau;F,62;Max Winterhalter Ring;Max Winterhalter Ring;;;"Albert Fritz (1899 - 1943), Widerstandskämpfer. Als  Mitglied der Lechleitergruppe (Mannheimer KPD) wurde er wegen der Verteilung des ""Vorboten"" am 24.2.1943 hingerichtet.";"vormals ""Gronauweg"" bis 20.11.1984";01-01-20;Gemeinderat;Straßennamenkartei FB 62 / Straßennamenkartei des Stadtarchives (erstellt 1927 aus 1921) / Straßenbenennung Bd. 1 FB 62;Gronauweg;Nein;01-01-20
1262;Rheinbadweg;7392;Neckarau;R,62;Wilhelm -  Wundt  - Straße;Aufeldweg IV;;;Straße führt an den Rhein;"Im Adressbuch von 1941/42 unter ""Notwohnungen"" deklariert. Nicht im Adressbuch von 1929 nachweisbar.";;;Straßennamenkartei FB 62/ Adressbuch 1941/42 und 1929, Stadtarchiv.;;Nein;
22;Alemannenstraße;5965;Wallstadt;M,67;Tauberbischofsheimer Straße;Külsheimer Straße;;;"Taufbezirk nach alten Volksstämmen.
Alemannen (eigentlich Alamannen), Westgermanischer Volksstamm des Oberrheins.";genaues Beschlussdatum unbekannt;;Stadtrat;Straßennamenkartei FB 62 / Straßennamenkartei des Stadtarchives (erstellt 1927 aus 1921);;Nein;
1279;Rheinwiesenstraße;3425;Waldhof;J/K,61;Sandhofer Straße;Gerwigstraße;;;Gewannname;Auf dem Stadtplan von 1907 nachweisbar.;;;Straßennamenkartei FB 62 / Straßennamenkartei des Stadtarchives (erstellt 1927 aus 1921);;Nein;
29;Alpirsbacher Weg;4513;Seckenheim;P,67;Baiersbronner Winkel;[Stichstraße];;;"Alpirsbach, Luftkurort im Schwarzwald.
Der Ort Alpirsbach verdankt seine Entstehung der Gründung des Benediktinerklosters im Jahre 1095. Nach anfänglicher Blütezeit geriet Alpirsbach in eine schwere wirtschaftliche Krise. Durch die Bürsfelder Reformkongregation im Jahre 1482 konnten die Schwierigkeiten überwunden werden. Entscheidenden Anteil am wirtschaftlichen Aufschwung hatten der Silber- und Kobaltbergbau. Im Jahre 1869 wurde Alpirsbach zur Stadt erhoben. Heute ist Alpirsbach ein staatlich anerkannter Luftkurort.";"Stichstraße führt zur ""Rastatter Straße"". Im Zuge der Baulandumlegung Seckenheim-West entstanden.";01-01-25;Gemeinderat;Straßennamenkartei FB 62 / Straßennamenkartei des Stadtarchives (erstellt 1927 aus 1921) / Ortschronik Alpirsbach;;Nein;01-01-25
1289;Riegeler Weg;8299;Seckenheim;P,67;Ihringer Straße;Ihringer Straße;;;Riegel, Gemeinde im Kreis Emmendingen, Baden-Württemberg, am Kaiserstuhl gelegen. 762 erstmals urkundlich erwähnt.;;01-01-22;Gemeinderat;Straßennamenkartei FB 62;;Nein;01-01-22
36;Alter Friedhofweg;2601;Sandhofen;F,60;Scharhofer Straße;Sonnenstraße;;;Straße führt zum ehemaligen Friedhof, dem heutigen Karl-Schweizer Park.;"im Zuge der Eingemeindung in ""Alter Friedhofweg"" umbenannt";;Stadtrat;Straßennamenkartei FB 62 / Straßennamenkartei des Stadtarchives (erstellt 1927 aus 1921) / Sandhofen-Serie 1990;Akazienstraße;Nein;
1299;Robinienstraße;1119;Neckarstadt;L,63;Roteichenring;Roteichenring;;;Taufbezirk nach Baumnamen;;01-01-15;Gemeinderat;Straßennamenkartei FB 62;;Nein;01-01-15
40;Alter Rangierbahnhof;2021;Lindenhof;O,61/62;John-Deere-Straße;Große Holzgasse;;01-01-17;;Im Adressbuch von 1929 nachweisbar. Durch die Umgestaltung des von der Bahn aufgegebenen Geländes weggefallen.;;Gemeinderat;Straßennamenkartei FB 62;;-1;
1310;Roßlauer Weg;5851;Vogelstang;K,67;Magdeburger Straße;Radeberger Straße;;;Roßlau, Stadt im Landkreis Anhalt-Zerbst, Sachsen-Anhalt, an der Mündung der Rossel in die Elbe. Entstand bei der seit 1215 bezeugten Burg und erhielt 1382 das Stadtrecht.;;01-01-19;Gemeinderat;Straßennamenkartei FB 62;;Nein;01-01-19
